t	1e9*scaling*thickness	stress_comp*1e-6	stress_comp*scaling*thickness	0.5*stress_tensile*1e-6	stress_tensile*scaling*thickness	area	coverage	stress-thickness	stress
11.341866	0.486584	-160.066753	-0.077886	0.000000	0.000000	640000.042152	0.083308	-0.077886	-27.018972
11.390171	0.494733	-159.398479	-0.078860	0.000000	0.000000	640000.042152	0.084340	-0.078860	-26.906169
11.435740	0.502508	-158.766469	-0.079781	0.000000	0.000000	640000.042152	0.085319	-0.079781	-26.799487
11.474130	0.509123	-158.249362	-0.080568	0.000000	0.000000	640000.042152	0.086152	-0.080568	-26.712200
11.562963	0.524776	-157.052942	-0.082418	0.000000	0.000000	640000.042152	0.088103	-0.082418	-26.510246
11.632096	0.537170	-156.135370	-0.083871	0.000000	0.000000	640000.042152	0.089637	-0.083871	-26.355362
11.719169	0.553120	-154.998690	-0.085733	0.000000	0.000000	640000.042152	0.091593	-0.085733	-26.163492
11.744899	0.557864	-154.676690	-0.086289	0.000000	0.000000	640000.042152	0.092175	-0.086289	-26.109139
11.828979	0.573687	-153.579522	-0.088107	0.000000	0.000000	640000.042152	0.094096	-0.088107	-25.923940
11.851536	0.577955	-153.299605	-0.088600	0.000000	0.000000	640000.042152	0.094616	-0.088600	-25.876690
11.910365	0.589248	-152.550258	-0.089890	0.000000	0.000000	640000.042152	0.095978	-0.089890	-25.750202
11.950597	0.597046	-152.034590	-0.090772	0.000000	0.000000	640000.042152	0.096914	-0.090772	-25.663158
11.971457	0.601110	-151.769627	-0.091230	0.000000	0.000000	640000.042152	0.097407	-0.091230	-25.618433
12.034801	0.613639	-150.984302	-0.092650	0.000000	0.000000	640000.042152	0.098898	-0.092650	-25.485871
12.087543	0.624203	-150.328500	-0.093836	0.000000	0.000000	640000.042152	0.100152	-0.093836	-25.375173
12.140438	0.634932	-149.675329	-0.095034	0.000000	0.000000	640000.042152	0.101418	-0.095034	-25.264919
12.188640	0.644822	-149.090288	-0.096137	0.000000	0.000000	640000.042152	0.102583	-0.096137	-25.166165
12.252387	0.658099	-148.328088	-0.097615	0.000000	0.000000	640000.042152	0.104135	-0.097615	-25.037507
12.304600	0.669106	-147.707595	-0.098832	0.000000	0.000000	640000.042152	0.105413	-0.098832	-24.932769
12.315754	0.671464	-147.587998	-0.099100	0.000000	0.000000	640000.042152	0.105686	-0.099100	-24.912581
12.325851	0.673604	-147.474585	-0.099339	0.000000	0.000000	640000.042152	0.105939	-0.099339	-24.893437
12.390699	0.687552	-146.705648	-0.100868	0.000000	0.000000	640000.042152	0.107545	-0.100868	-24.763642
12.435877	0.697370	-146.170112	-0.101935	0.000000	0.000000	640000.042152	0.108668	-0.101935	-24.673245
12.484093	0.707966	-145.606459	-0.103084	0.000000	0.000000	640000.042152	0.109881	-0.103084	-24.578101
12.521654	0.716292	-145.166816	-0.103982	0.000000	0.000000	640000.042152	0.110829	-0.103982	-24.503890
12.539457	0.720255	-144.972696	-0.104417	0.000000	0.000000	640000.042152	0.111279	-0.104417	-24.471123
12.615558	0.737486	-144.113625	-0.106282	0.000000	0.000000	640000.042152	0.113216	-0.106282	-24.326114
12.641010	0.743283	-143.836279	-0.106911	0.000000	0.000000	640000.042152	0.113870	-0.106911	-24.279298
12.645201	0.744238	-143.804025	-0.107024	0.000000	0.000000	640000.042152	0.113976	-0.107024	-24.273854
12.670637	0.750070	-143.526560	-0.107655	0.000000	0.000000	640000.042152	0.114633	-0.107655	-24.227018
12.726676	0.763079	-142.908865	-0.109051	0.000000	0.000000	640000.042152	0.116079	-0.109051	-24.122752
12.812393	0.783363	-141.945818	-0.111195	0.000000	0.000000	640000.042152	0.118317	-0.111195	-23.960192
12.814111	0.783770	-141.941754	-0.111250	0.000000	0.000000	640000.042152	0.118363	-0.111250	-23.959506
12.838126	0.789485	-141.685778	-0.111859	0.000000	0.000000	640000.042152	0.118991	-0.111859	-23.916298
12.923022	0.810069	-140.769878	-0.114033	0.000000	0.000000	640000.042152	0.121233	-0.114033	-23.761695
12.945204	0.815474	-140.537120	-0.114604	0.000000	0.000000	640000.042152	0.121828	-0.114604	-23.722406
12.974857	0.822746	-140.230826	-0.115374	0.000000	0.000000	640000.042152	0.122620	-0.115374	-23.670704
13.001446	0.829305	-139.958522	-0.116068	0.000000	0.000000	640000.042152	0.123336	-0.116068	-23.624740
13.037910	0.838370	-139.583565	-0.117023	0.000000	0.000000	640000.042152	0.124309	-0.117023	-23.561448
13.068865	0.846118	-139.263081	-0.117833	0.000000	0.000000	640000.042152	0.125145	-0.117833	-23.507351
13.144927	0.865469	-138.482437	-0.119852	0.000000	0.000000	640000.042152	0.127208	-0.119852	-23.375579
13.190732	0.877238	-138.021724	-0.121078	0.000000	0.000000	640000.042152	0.128464	-0.121078	-23.297812
13.241480	0.890418	-137.518369	-0.122449	0.000000	0.000000	640000.042152	0.129860	-0.122449	-23.212847
13.270269	0.897941	-137.231046	-0.123225	0.000000	0.000000	640000.042152	0.130650	-0.123225	-23.164347
13.300426	0.905872	-136.940500	-0.124051	0.000000	0.000000	640000.042152	0.131490	-0.124051	-23.115303
13.316624	0.910146	-136.789404	-0.124498	0.000000	0.000000	640000.042152	0.131939	-0.124498	-23.089799
13.377540	0.926428	-136.204813	-0.126184	0.000000	0.000000	640000.042152	0.133641	-0.126184	-22.991121
13.392639	0.930476	-136.072883	-0.126613	0.000000	0.000000	640000.042152	0.134060	-0.126613	-22.968851
13.462132	0.949381	-135.407650	-0.128553	0.000000	0.000000	640000.042152	0.136020	-0.128553	-22.856561
13.542612	0.971642	-134.644425	-0.130826	0.000000	0.000000	640000.042152	0.138301	-0.130826	-22.727730
13.631033	0.996547	-133.826995	-0.133365	0.000000	0.000000	640000.042152	0.140833	-0.133365	-22.589749
13.715293	1.020691	-133.059113	-0.135812	0.000000	0.000000	640000.042152	0.143271	-0.135812	-22.460132
13.787358	1.041644	-132.407340	-0.137921	0.000000	0.000000	640000.042152	0.145372	-0.137921	-22.350114
13.833476	1.055177	-131.996169	-0.139279	0.000000	0.000000	640000.042152	0.146726	-0.139279	-22.280709
13.890382	1.072067	-131.487875	-0.140964	0.000000	0.000000	640000.042152	0.148406	-0.140964	-22.194910
13.964634	1.094434	-130.829373	-0.143184	0.000000	0.000000	640000.042152	0.150611	-0.143184	-22.083757
13.996315	1.104037	-130.553471	-0.144136	0.000000	0.000000	640000.042152	0.151555	-0.144136	-22.037185
14.064769	1.125068	-129.951780	-0.146205	0.000000	0.000000	640000.042152	0.153616	-0.146205	-21.935620
14.121819	1.142792	-129.462859	-0.147949	0.000000	0.000000	640000.042152	0.155337	-0.147949	-21.853091
14.161635	1.155258	-129.124507	-0.149172	0.000000	0.000000	640000.042152	0.156548	-0.149172	-21.795978
14.188528	1.163722	-128.890166	-0.149992	0.000000	0.000000	640000.042152	0.157369	-0.149992	-21.756422
14.219663	1.173581	-128.633039	-0.150961	0.000000	0.000000	640000.042152	0.158318	-0.150961	-21.713019
14.299795	1.199349	-127.945758	-0.153452	0.000000	0.000000	640000.042152	0.160785	-0.153452	-21.597007
14.322281	1.206611	-127.766989	-0.154165	0.000000	0.000000	640000.042152	0.161476	-0.154165	-21.566832
14.352421	1.216401	-127.516758	-0.155112	0.000000	0.000000	640000.042152	0.162415	-0.155112	-21.524593
14.388604	1.228236	-127.215240	-0.156250	0.000000	0.000000	640000.042152	0.163539	-0.156250	-21.473697
14.452021	1.249228	-126.698490	-0.158275	0.000000	0.000000	640000.042152	0.165513	-0.158275	-21.386471
14.490560	1.262079	-126.385074	-0.159508	0.000000	0.000000	640000.042152	0.166728	-0.159508	-21.333567
14.556805	1.284445	-125.852762	-0.161651	0.000000	0.000000	640000.042152	0.168813	-0.161651	-21.243714
14.565578	1.287413	-125.789593	-0.161943	0.000000	0.000000	640000.042152	0.169089	-0.161943	-21.233051
14.632057	1.310175	-125.247393	-0.164096	0.000000	0.000000	640000.042152	0.171203	-0.164096	-21.141529
14.635880	1.311485	-125.224697	-0.164230	0.000000	0.000000	640000.042152	0.171324	-0.164230	-21.137697
14.663328	1.320938	-125.012846	-0.165134	0.000000	0.000000	640000.042152	0.172202	-0.165134	-21.101937
14.690988	1.330513	-124.799920	-0.166048	0.000000	0.000000	640000.042152	0.173085	-0.166048	-21.065996
14.776968	1.360752	-124.120065	-0.168897	0.000000	0.000000	640000.042152	0.175849	-0.168897	-20.951238
14.848202	1.386132	-123.574442	-0.171290	0.000000	0.000000	640000.042152	0.178146	-0.171290	-20.859138
14.858555	1.389828	-123.498239	-0.171641	0.000000	0.000000	640000.042152	0.178486	-0.171641	-20.846275
14.868136	1.393254	-123.431043	-0.171971	0.000000	0.000000	640000.042152	0.178793	-0.171971	-20.834932
14.908499	1.407793	-123.127482	-0.173338	0.000000	0.000000	640000.042152	0.180106	-0.173338	-20.783691
14.939897	1.419167	-122.895675	-0.174410	0.000000	0.000000	640000.042152	0.181132	-0.174410	-20.744563
14.976596	1.432551	-122.624983	-0.175666	0.000000	0.000000	640000.042152	0.182334	-0.175666	-20.698871
14.979093	1.433462	-122.609298	-0.175756	0.000000	0.000000	640000.042152	0.182415	-0.175756	-20.696223
15.034297	1.453802	-122.194418	-0.177646	0.000000	0.000000	640000.042152	0.184224	-0.177646	-20.626192
15.067402	1.466072	-121.951207	-0.178789	0.000000	0.000000	640000.042152	0.185321	-0.178789	-20.585138
15.090765	1.474767	-121.775845	-0.179591	0.000000	0.000000	640000.042152	0.186092	-0.179591	-20.555538
15.162825	1.501932	-121.255894	-0.182118	0.000000	0.000000	640000.042152	0.188487	-0.182118	-20.467771
15.229898	1.527518	-120.782553	-0.184498	0.000000	0.000000	640000.042152	0.190733	-0.184498	-20.387872
15.257343	1.538038	-120.598117	-0.185484	0.000000	0.000000	640000.042152	0.191651	-0.185484	-20.356739
15.278358	1.546123	-120.453718	-0.186236	0.000000	0.000000	640000.042152	0.192355	-0.186236	-20.332365
15.335150	1.568188	-120.059850	-0.188276	0.000000	0.000000	640000.042152	0.194271	-0.188276	-20.265881
15.369238	1.581512	-119.823106	-0.189502	0.000000	0.000000	640000.042152	0.195429	-0.189502	-20.225919
15.383428	1.587072	-119.730948	-0.190022	0.000000	0.000000	640000.042152	0.195909	-0.190022	-20.210363
15.456607	1.616110	-119.219813	-0.192672	0.000000	0.000000	640000.042152	0.198404	-0.192672	-20.124084
15.502782	1.634579	-118.903659	-0.194357	0.000000	0.000000	640000.042152	0.199990	-0.194357	-20.070718
15.540965	1.649952	-118.649242	-0.195766	0.000000	0.000000	640000.042152	0.201303	-0.195766	-20.027773
15.548951	1.653171	-118.602265	-0.196070	0.000000	0.000000	640000.042152	0.201575	-0.196070	-20.019843
15.620204	1.682248	-118.124650	-0.198715	0.000000	0.000000	640000.042152	0.204039	-0.198715	-19.939223
15.696563	1.713814	-117.620357	-0.201579	0.000000	0.000000	640000.042152	0.206698	-0.201579	-19.854099
15.750194	1.736187	-117.274425	-0.203610	0.000000	0.000000	640000.042152	0.208576	-0.203610	-19.795706
15.772337	1.745458	-117.133632	-0.204452	0.000000	0.000000	640000.042152	0.209351	-0.204452	-19.771941
15.798056	1.756273	-116.972533	-0.205436	0.000000	0.000000	640000.042152	0.210257	-0.205436	-19.744747
15.873808	1.788533	-116.488016	-0.208343	0.000000	0.000000	640000.042152	0.212932	-0.208343	-19.662962
15.876125	1.789521	-116.479165	-0.208442	0.000000	0.000000	640000.042152	0.213015	-0.208442	-19.661468
15.932172	1.813622	-116.124538	-0.210606	0.000000	0.000000	640000.042152	0.215009	-0.210606	-19.601608
15.992813	1.839961	-115.738181	-0.212954	0.000000	0.000000	640000.042152	0.217174	-0.212954	-19.536391
16.061697	1.870223	-115.303751	-0.215644	0.000000	0.000000	640000.042152	0.219657	-0.215644	-19.463060
16.110209	1.891704	-115.000927	-0.217548	0.000000	0.000000	640000.042152	0.221400	-0.217548	-19.411944
16.138020	1.904075	-114.835054	-0.218655	0.000000	0.000000	640000.042152	0.222412	-0.218655	-19.383945
16.155443	1.911847	-114.734536	-0.219355	0.000000	0.000000	640000.042152	0.223042	-0.219355	-19.366978
16.223522	1.942553	-114.326238	-0.222085	0.000000	0.000000	640000.042152	0.225517	-0.222085	-19.298058
16.285360	1.970723	-113.954260	-0.224572	0.000000	0.000000	640000.042152	0.227780	-0.224572	-19.235269
16.368778	2.009237	-113.448822	-0.227946	0.000000	0.000000	640000.042152	0.230846	-0.227946	-19.149952
16.391624	2.019823	-113.311277	-0.228869	0.000000	0.000000	640000.042152	0.231683	-0.228869	-19.126734
16.409126	2.027956	-113.211022	-0.229587	0.000000	0.000000	640000.042152	0.232334	-0.229587	-19.109811
16.480103	2.061308	-112.784205	-0.232483	0.000000	0.000000	640000.042152	0.234958	-0.232483	-19.037765
16.546539	2.092858	-112.396305	-0.235230	0.000000	0.000000	640000.042152	0.237439	-0.235230	-18.972289
16.584068	2.110785	-112.177491	-0.236783	0.000000	0.000000	640000.042152	0.238847	-0.236783	-18.935353
16.604557	2.120604	-112.063894	-0.237643	0.000000	0.000000	640000.042152	0.239612	-0.237643	-18.916178
16.618130	2.127122	-111.989923	-0.238216	0.000000	0.000000	640000.042152	0.240118	-0.238216	-18.903692
16.622334	2.129142	-111.965030	-0.238389	0.000000	0.000000	640000.042152	0.240277	-0.238389	-18.899490
16.629271	2.132479	-111.928889	-0.238686	0.000000	0.000000	640000.042152	0.240542	-0.238686	-18.893390
16.686409	2.160214	-111.594692	-0.241068	0.000000	0.000000	640000.042152	0.242695	-0.241068	-18.836978
16.757078	2.194893	-111.188489	-0.244047	0.000000	0.000000	640000.042152	0.245367	-0.244047	-18.768411
16.795452	2.213837	-110.968997	-0.245667	0.000000	0.000000	640000.042152	0.246830	-0.245667	-18.731362
16.851175	2.241581	-110.652570	-0.248037	0.000000	0.000000	640000.042152	0.248950	-0.248037	-18.677949
16.897627	2.264875	-110.396820	-0.250035	0.000000	0.000000	640000.042152	0.250722	-0.250035	-18.634779
16.966751	2.299905	-110.017222	-0.253029	0.000000	0.000000	640000.042152	0.253386	-0.253029	-18.570704
17.019817	2.327014	-109.729858	-0.255343	0.000000	0.000000	640000.042152	0.255429	-0.255343	-18.522197
17.052332	2.343707	-109.553350	-0.256761	0.000000	0.000000	640000.042152	0.256687	-0.256761	-18.492403
17.135544	2.386963	-109.095201	-0.260406	0.000000	0.000000	640000.042152	0.259918	-0.260406	-18.415068
17.177322	2.408817	-108.872152	-0.262253	0.000000	0.000000	640000.042152	0.261551	-0.262253	-18.377418
17.187939	2.414380	-108.819382	-0.262731	0.000000	0.000000	640000.042152	0.261971	-0.262731	-18.368511
17.259817	2.452443	-108.431752	-0.265923	0.000000	0.000000	640000.042152	0.264779	-0.265923	-18.303079
17.271936	2.458872	-108.369600	-0.266467	0.000000	0.000000	640000.042152	0.265258	-0.266467	-18.292588
17.344584	2.497828	-107.983058	-0.269723	0.000000	0.000000	640000.042152	0.268115	-0.269723	-18.227341
17.346197	2.498693	-107.978210	-0.269804	0.000000	0.000000	640000.042152	0.268183	-0.269804	-18.226522
17.402176	2.528966	-107.687100	-0.272337	0.000000	0.000000	640000.042152	0.270391	-0.272337	-18.177383
17.441460	2.550332	-107.481308	-0.274113	0.000000	0.000000	640000.042152	0.271947	-0.274113	-18.142646
17.444651	2.552068	-107.468231	-0.274266	0.000000	0.000000	640000.042152	0.272073	-0.274266	-18.140439
17.484446	2.573848	-107.263626	-0.276080	0.000000	0.000000	640000.042152	0.273655	-0.276080	-18.105902
17.572315	2.622554	-106.809645	-0.280114	0.000000	0.000000	640000.042152	0.277151	-0.280114	-18.029271
17.602165	2.639170	-106.659172	-0.281492	0.000000	0.000000	640000.042152	0.278341	-0.281492	-18.003871
17.667492	2.675878	-106.327070	-0.284518	0.000000	0.000000	640000.042152	0.280958	-0.284518	-17.947813
17.700638	2.694591	-106.160822	-0.286060	0.000000	0.000000	640000.042152	0.282292	-0.286060	-17.919751
17.737593	2.715565	-105.981123	-0.287799	0.000000	0.000000	640000.042152	0.283773	-0.287799	-17.889418
17.819857	2.762799	-105.569359	-0.291667	0.000000	0.000000	640000.042152	0.287087	-0.291667	-17.819913
17.898697	2.808569	-105.181173	-0.295409	0.000000	0.000000	640000.042152	0.290277	-0.295409	-17.754388
17.949465	2.838251	-104.939022	-0.297843	0.000000	0.000000	640000.042152	0.292339	-0.297843	-17.713513
17.950970	2.839132	-104.936316	-0.297928	0.000000	0.000000	640000.042152	0.292394	-0.297928	-17.713056
17.978951	2.855558	-104.803097	-0.299271	0.000000	0.000000	640000.042152	0.293535	-0.299271	-17.690569
18.038635	2.890887	-104.522151	-0.302162	0.000000	0.000000	640000.042152	0.295965	-0.302162	-17.643146
18.108965	2.932921	-104.187715	-0.305574	0.000000	0.000000	640000.042152	0.298841	-0.305574	-17.586694
18.124823	2.942420	-104.112512	-0.306343	0.000000	0.000000	640000.042152	0.299489	-0.306343	-17.574000
18.126734	2.943564	-104.107745	-0.306448	0.000000	0.000000	640000.042152	0.299568	-0.306448	-17.573195
18.181686	2.976735	-103.841307	-0.309108	0.000000	0.000000	640000.042152	0.301819	-0.309108	-17.528221
18.219688	2.999793	-103.667600	-0.310981	0.000000	0.000000	640000.042152	0.303386	-0.310981	-17.498899
18.265497	3.027761	-103.452482	-0.313229	0.000000	0.000000	640000.042152	0.305272	-0.313229	-17.462588
18.354048	3.082474	-103.052557	-0.317657	0.000000	0.000000	640000.042152	0.308932	-0.317657	-17.395081
18.357075	3.084345	-103.042175	-0.317818	0.000000	0.000000	640000.042152	0.309063	-0.317818	-17.393329
18.406000	3.114785	-102.821666	-0.320267	0.000000	0.000000	640000.042152	0.311091	-0.320267	-17.356107
18.430508	3.130083	-102.714965	-0.321506	0.000000	0.000000	640000.042152	0.312108	-0.321506	-17.338096
18.462101	3.149887	-102.575262	-0.323100	0.000000	0.000000	640000.042152	0.313422	-0.323100	-17.314515
18.478981	3.160491	-102.503832	-0.323962	0.000000	0.000000	640000.042152	0.314121	-0.323962	-17.302457
18.534487	3.195619	-102.258023	-0.326778	0.000000	0.000000	640000.042152	0.316434	-0.326778	-17.260965
18.616405	3.248024	-101.891415	-0.330946	0.000000	0.000000	640000.042152	0.319860	-0.330946	-17.199083
18.655725	3.273307	-101.721139	-0.332964	0.000000	0.000000	640000.042152	0.321507	-0.332964	-17.170340
18.674915	3.285677	-101.638367	-0.333951	0.000000	0.000000	640000.042152	0.322306	-0.333951	-17.156369
18.744017	3.330622	-101.340916	-0.337528	0.000000	0.000000	640000.042152	0.325216	-0.337528	-17.106159
18.751886	3.335746	-101.308872	-0.337941	0.000000	0.000000	640000.042152	0.325546	-0.337941	-17.100750
18.774807	3.350713	-101.213442	-0.339137	0.000000	0.000000	640000.042152	0.326509	-0.339137	-17.084642
18.792444	3.362257	-101.143736	-0.340071	0.000000	0.000000	640000.042152	0.327258	-0.340071	-17.072876
18.876745	3.418034	-100.782118	-0.344477	0.000000	0.000000	640000.042152	0.330820	-0.344477	-17.011835
18.937374	3.458459	-100.532274	-0.347687	0.000000	0.000000	640000.042152	0.333386	-0.347687	-16.969662
19.018234	3.512930	-100.197676	-0.351987	0.000000	0.000000	640000.042152	0.336813	-0.351987	-16.913183
19.056347	3.538727	-100.044622	-0.354031	0.000000	0.000000	640000.042152	0.338440	-0.354031	-16.887347
19.124458	3.585226	-99.770069	-0.357698	0.000000	0.000000	640000.042152	0.341345	-0.357698	-16.841003
19.148504	3.601691	-99.670460	-0.358982	0.000000	0.000000	640000.042152	0.342370	-0.358982	-16.824189
19.160133	3.609666	-99.629069	-0.359628	0.000000	0.000000	640000.042152	0.342871	-0.359628	-16.817203
19.184828	3.626652	-99.528732	-0.360956	0.000000	0.000000	640000.042152	0.343923	-0.360956	-16.800266
19.229414	3.657490	-99.346152	-0.363358	0.000000	0.000000	640000.042152	0.345830	-0.363358	-16.769447
19.279282	3.692195	-99.142173	-0.366052	0.000000	0.000000	640000.042152	0.347972	-0.366052	-16.735016
19.323973	3.723470	-98.962531	-0.368484	0.000000	0.000000	640000.042152	0.349894	-0.368484	-16.704692
19.383799	3.765644	-98.727532	-0.371773	0.000000	0.000000	640000.042152	0.352473	-0.371773	-16.665025
19.466732	3.824703	-98.401076	-0.376355	0.000000	0.000000	640000.042152	0.356059	-0.376355	-16.609920
19.476921	3.831968	-98.364580	-0.376930	0.000000	0.000000	640000.042152	0.356499	-0.376930	-16.603759
19.514700	3.859028	-98.216403	-0.379020	0.000000	0.000000	640000.042152	0.358133	-0.379020	-16.578747
19.570654	3.899378	-97.999367	-0.382137	0.000000	0.000000	640000.042152	0.360565	-0.382137	-16.542112
19.612316	3.929572	-97.832648	-0.384440	0.000000	0.000000	640000.042152	0.362371	-0.384440	-16.513970
19.618511	3.934066	-97.812262	-0.384800	0.000000	0.000000	640000.042152	0.362650	-0.384800	-16.510529
19.661140	3.965142	-97.646125	-0.387181	0.000000	0.000000	640000.042152	0.364504	-0.387181	-16.482486
19.734568	4.019140	-97.364765	-0.391323	0.000000	0.000000	640000.042152	0.367703	-0.391323	-16.434992
19.768805	4.044422	-97.231174	-0.393244	0.000000	0.000000	640000.042152	0.369203	-0.393244	-16.412443
19.773582	4.047951	-97.217287	-0.393531	0.000000	0.000000	640000.042152	0.369412	-0.393531	-16.410098
19.795149	4.063926	-97.137036	-0.394758	0.000000	0.000000	640000.042152	0.370359	-0.394758	-16.396552
19.854929	4.108520	-96.911495	-0.398163	0.000000	0.000000	640000.042152	0.372981	-0.398163	-16.358481
19.899115	4.141652	-96.745643	-0.400687	0.000000	0.000000	640000.042152	0.374917	-0.400687	-16.330486
19.901720	4.143607	-96.737032	-0.400840	0.000000	0.000000	640000.042152	0.375031	-0.400840	-16.329032
19.916018	4.154350	-96.686536	-0.401670	0.000000	0.000000	640000.042152	0.375662	-0.401670	-16.320509
19.992199	4.212098	-96.397577	-0.406036	0.000000	0.000000	640000.042152	0.379015	-0.406036	-16.271733
20.003475	4.220657	-96.359169	-0.406699	0.000000	0.000000	640000.042152	0.379508	-0.406699	-16.265250
20.028286	4.239544	-96.270137	-0.408141	0.000000	0.000000	640000.042152	0.380609	-0.408141	-16.250221
20.079275	4.278588	-96.082900	-0.411099	0.000000	0.000000	640000.042152	0.382862	-0.411099	-16.218616
20.152506	4.335138	-95.819657	-0.415391	0.000000	0.000000	640000.042152	0.386106	-0.415391	-16.174181
20.215811	4.384379	-95.591651	-0.419110	0.000000	0.000000	640000.042152	0.388917	-0.419110	-16.135694
20.238098	4.401758	-95.511355	-0.420418	0.000000	0.000000	640000.042152	0.389907	-0.420418	-16.122140
20.280678	4.435124	-95.357911	-0.422924	0.000000	0.000000	640000.042152	0.391804	-0.422924	-16.096239
20.295454	4.446723	-95.306814	-0.423803	0.000000	0.000000	640000.042152	0.392461	-0.423803	-16.087614
20.373587	4.508951	-94.850559	-0.427677	0.000000	0.000000	640000.042152	0.398220	-0.427677	-16.010599
20.416811	4.543347	-94.881438	-0.431079	0.000000	0.000000	640000.042152	0.397885	-0.431079	-16.015811
20.429602	4.553540	-94.839653	-0.431856	0.000000	0.000000	640000.042152	0.398454	-0.431856	-16.008758
20.464893	4.581777	-94.715926	-0.433967	0.000000	0.000000	640000.042152	0.400040	-0.433967	-15.987873
20.496161	4.606881	-94.609122	-0.435853	0.000000	0.000000	640000.042152	0.401446	-0.435853	-15.969845
20.526766	4.631537	-94.504766	-0.437702	0.000000	0.000000	640000.042152	0.402814	-0.437702	-15.952230
20.539194	4.641564	-94.464534	-0.438463	0.000000	0.000000	640000.042152	0.403377	-0.438463	-15.945439
20.543953	4.645405	-94.451799	-0.438767	0.000000	0.000000	640000.042152	0.403589	-0.438767	-15.943289
20.590559	4.683221	-94.286448	-0.441564	0.000000	0.000000	640000.042152	0.405688	-0.441564	-15.915378
20.656992	4.737519	-94.053184	-0.445579	0.000000	0.000000	640000.042152	0.408678	-0.445579	-15.876004
20.737452	4.803867	-93.776404	-0.450489	0.000000	0.000000	640000.042152	0.412308	-0.450489	-15.829284
20.793892	4.850697	-93.589395	-0.453974	0.000000	0.000000	640000.042152	0.414863	-0.453974	-15.797717
20.796701	4.853029	-93.579317	-0.454143	0.000000	0.000000	640000.042152	0.414992	-0.454143	-15.796016
20.854950	4.901682	-93.386959	-0.457753	0.000000	0.000000	640000.042152	0.417634	-0.457753	-15.763546
20.892565	4.933229	-93.265966	-0.460102	0.000000	0.000000	640000.042152	0.419338	-0.460102	-15.743123
20.919479	4.955867	-93.178018	-0.461778	0.000000	0.000000	640000.042152	0.420560	-0.461778	-15.728277
20.936546	4.970249	-93.123911	-0.462849	0.000000	0.000000	640000.042152	0.421333	-0.462849	-15.719144
20.981499	5.008313	-92.977913	-0.465662	0.000000	0.000000	640000.042152	0.423377	-0.465662	-15.694500
20.992785	5.017880	-92.940156	-0.466363	0.000000	0.000000	640000.042152	0.423891	-0.466363	-15.688127
21.068811	5.082860	-92.688392	-0.471122	0.000000	0.000000	640000.042152	0.427352	-0.471122	-15.645629
21.124828	5.131025	-92.506544	-0.474653	0.000000	0.000000	640000.042152	0.429908	-0.474653	-15.614934
21.153175	5.155471	-92.413477	-0.476435	0.000000	0.000000	640000.042152	0.431205	-0.476435	-15.599224
21.205940	5.201229	-92.245145	-0.479788	0.000000	0.000000	640000.042152	0.433610	-0.479788	-15.570810
21.285894	5.271150	-91.989809	-0.484892	0.000000	0.000000	640000.042152	0.437263	-0.484892	-15.527710
21.370440	5.345742	-91.723021	-0.490328	0.000000	0.000000	640000.042152	0.441131	-0.490328	-15.482676
21.432703	5.401030	-91.526121	-0.494335	0.000000	0.000000	640000.042152	0.443980	-0.494335	-15.449440
21.445482	5.412392	-91.485748	-0.495157	0.000000	0.000000	640000.042152	0.444562	-0.495157	-15.442625
21.510559	5.470641	-91.281675	-0.499369	0.000000	0.000000	640000.042152	0.447543	-0.499369	-15.408178
21.581345	5.534460	-91.060183	-0.503969	0.000000	0.000000	640000.042152	0.450791	-0.503969	-15.370791
21.621294	5.570624	-90.939124	-0.506588	0.000000	0.000000	640000.042152	0.452624	-0.506588	-15.350356
21.705576	5.647574	-90.674280	-0.512090	0.000000	0.000000	640000.042152	0.456505	-0.512090	-15.305651
21.782785	5.718615	-90.440753	-0.517196	0.000000	0.000000	640000.042152	0.460056	-0.517196	-15.266232
21.794228	5.729155	-90.403898	-0.517938	0.000000	0.000000	640000.042152	0.460586	-0.517938	-15.260011
21.794790	5.729673	-90.403568	-0.517983	0.000000	0.000000	640000.042152	0.460615	-0.517983	-15.259955
21.856779	5.787134	-90.214017	-0.522081	0.000000	0.000000	640000.042152	0.463470	-0.522081	-15.227959
21.918875	5.845048	-90.029423	-0.526226	0.000000	0.000000	640000.042152	0.466337	-0.526226	-15.196800
21.926971	5.852607	-90.007894	-0.526781	0.000000	0.000000	640000.042152	0.466711	-0.526781	-15.193166
21.966314	5.889473	-89.889610	-0.529402	0.000000	0.000000	640000.042152	0.468525	-0.529402	-15.173200
22.009043	5.929681	-89.761831	-0.532259	0.000000	0.000000	640000.042152	0.470502	-0.532259	-15.151631
22.030626	5.950034	-89.699839	-0.533717	0.000000	0.000000	640000.042152	0.471501	-0.533717	-15.141167
22.054995	5.973069	-89.628993	-0.535360	0.000000	0.000000	640000.042152	0.472626	-0.535360	-15.129208
22.073997	5.991064	-89.575487	-0.536652	0.000000	0.000000	640000.042152	0.473505	-0.536652	-15.120177
22.155842	6.069190	-89.332179	-0.542174	0.000000	0.000000	640000.042152	0.477282	-0.542174	-15.079107
22.197792	6.109396	-89.211857	-0.545031	0.000000	0.000000	640000.042152	0.479224	-0.545031	-15.058797
22.264688	6.173926	-89.019454	-0.549600	0.000000	0.000000	640000.042152	0.482310	-0.549600	-15.026319
